global_subject_id,original_id,batch,activity,is_multi_activity,session,source_file,window_id,window_start_row,window_end_row,split,notes
S007,07,1,stairs_combined,False,1,batch1\stairs\07_treppe_80E9_center.csv,13,33280,38400,train,
S007,07,1,stairs_combined,False,1,batch1\stairs\07_treppe_80E9_center.csv,14,35840,40960,train,
S007,07,1,stairs_combined,False,1,batch1\stairs\07_treppe_80E9_center.csv,15,38400,43520,train,
S007,07,1,stairs_combined,False,1,batch1\stairs\07_treppe_80E9_center.csv,16,40960,46080,train,
S007,07,1,stairs_combined,False,1,batch1\stairs\07_treppe_80E9_center.csv,17,43520,48640,train,
S007,07,1,stairs_combined,False,1,batch1\stairs\07_treppe_80E9_center.csv,18,46080,51200,train,
S007,07,1,stairs_combined,False,1,batch1\stairs\07_treppe_80E9_center.csv,19,48640,53760,train,
S007,07,1,stairs_combined,False,1,batch1\stairs\07_treppe_80E9_center.csv,20,51200,56320,train,
S007,07,1,stairs_combined,False,1,batch1\stairs\07_treppe_80E9_center.csv,21,53760,58880,train,
S007,07,1,stairs_combined,False,1,batch1\stairs\07_treppe_80E9_center.csv,22,56320,61440,train,
S007,07,1,stairs_combined,False,1,batch1\stairs\07_treppe_80E9_center.csv,23,58880,64000,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,0,0,5120,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,1,2560,7680,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,2,5120,10240,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,3,7680,12800,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,4,10240,15360,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,5,12800,17920,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,6,15360,20480,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,7,17920,23040,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,8,20480,25600,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,9,23040,28160,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,10,25600,30720,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,11,28160,33280,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,12,30720,35840,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,13,33280,38400,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,14,35840,40960,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,15,38400,43520,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,16,40960,46080,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,17,43520,48640,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,18,46080,51200,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,19,48640,53760,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,20,51200,56320,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,21,53760,58880,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,22,56320,61440,train,
S008,08,1,stairs_combined,False,1,batch1\stairs\08_treppe_80E9_center.csv,23,58880,64000,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,0,0,5120,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,1,2560,7680,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,2,5120,10240,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,3,7680,12800,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,4,10240,15360,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,5,12800,17920,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,6,15360,20480,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,7,17920,23040,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,8,20480,25600,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,9,23040,28160,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,10,25600,30720,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,11,28160,33280,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,12,30720,35840,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,13,33280,38400,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,14,35840,40960,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,15,38400,43520,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,16,40960,46080,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,17,43520,48640,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,18,46080,51200,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,19,48640,53760,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,20,51200,56320,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,21,53760,58880,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,22,56320,61440,train,
S001,01,1,standing,False,1,batch1\standing\01_aufstehen_80E9_center.csv,23,58880,64000,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,0,0,5120,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,1,2560,7680,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,2,5120,10240,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,3,7680,12800,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,4,10240,15360,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,5,12800,17920,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,6,15360,20480,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,7,17920,23040,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,8,20480,25600,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,9,23040,28160,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,10,25600,30720,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,11,28160,33280,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,12,30720,35840,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,13,33280,38400,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,14,35840,40960,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,15,38400,43520,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,16,40960,46080,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,17,43520,48640,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,18,46080,51200,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,19,48640,53760,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,20,51200,56320,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,21,53760,58880,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,22,56320,61440,train,
S002,02,1,standing,False,1,batch1\standing\02_aufstehen_80E9_center.csv,23,58880,64000,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,0,0,5120,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,1,2560,7680,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,2,5120,10240,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,3,7680,12800,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,4,10240,15360,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,5,12800,17920,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,6,15360,20480,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,7,17920,23040,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,8,20480,25600,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,9,23040,28160,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,10,25600,30720,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,11,28160,33280,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,12,30720,35840,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,13,33280,38400,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,14,35840,40960,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,15,38400,43520,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,16,40960,46080,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,17,43520,48640,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,18,46080,51200,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,19,48640,53760,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,20,51200,56320,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,21,53760,58880,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,22,56320,61440,train,
S003,03,1,standing,False,1,batch1\standing\03_aufstehen_80E9_center.csv,23,58880,64000,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,0,0,5120,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,1,2560,7680,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,2,5120,10240,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,3,7680,12800,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,4,10240,15360,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,5,12800,17920,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,6,15360,20480,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,7,17920,23040,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,8,20480,25600,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,9,23040,28160,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,10,25600,30720,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,11,28160,33280,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,12,30720,35840,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,13,33280,38400,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,14,35840,40960,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,15,38400,43520,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,16,40960,46080,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,17,43520,48640,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,18,46080,51200,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,19,48640,53760,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,20,51200,56320,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,21,53760,58880,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,22,56320,61440,train,
S004,04,1,standing,False,1,batch1\standing\04_aufstehen_80E9_center.csv,23,58880,64000,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,0,0,5120,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,1,2560,7680,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,2,5120,10240,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,3,7680,12800,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,4,10240,15360,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,5,12800,17920,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,6,15360,20480,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,7,17920,23040,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,8,20480,25600,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,9,23040,28160,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,10,25600,30720,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,11,28160,33280,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,12,30720,35840,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,13,33280,38400,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,14,35840,40960,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,15,38400,43520,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,16,40960,46080,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,17,43520,48640,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,18,46080,51200,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,19,48640,53760,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,20,51200,56320,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,21,53760,58880,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,22,56320,61440,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,23,58880,64000,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,24,61440,66560,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,25,64000,69120,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,26,66560,71680,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,27,69120,74240,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,28,71680,76800,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,29,74240,79360,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,30,76800,81920,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,31,79360,84480,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,32,81920,87040,train,
S005,05,1,standing,False,1,batch1\standing\05_aufstehen_80E9_center.csv,33,84480,89600,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,0,0,5120,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,1,2560,7680,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,2,5120,10240,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,3,7680,12800,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,4,10240,15360,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,5,12800,17920,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,6,15360,20480,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,7,17920,23040,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,8,20480,25600,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,9,23040,28160,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,10,25600,30720,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,11,28160,33280,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,12,30720,35840,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,13,33280,38400,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,14,35840,40960,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,15,38400,43520,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,16,40960,46080,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,17,43520,48640,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,18,46080,51200,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,19,48640,53760,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,20,51200,56320,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,21,53760,58880,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,22,56320,61440,train,
S006,06,1,standing,False,1,batch1\standing\06_aufstehen_80E9_center.csv,23,58880,64000,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,0,0,5120,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,1,2560,7680,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,2,5120,10240,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,3,7680,12800,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,4,10240,15360,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,5,12800,17920,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,6,15360,20480,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,7,17920,23040,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,8,20480,25600,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,9,23040,28160,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,10,25600,30720,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,11,28160,33280,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,12,30720,35840,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,13,33280,38400,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,14,35840,40960,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,15,38400,43520,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,16,40960,46080,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,17,43520,48640,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,18,46080,51200,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,19,48640,53760,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,20,51200,56320,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,21,53760,58880,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,22,56320,61440,train,
S007,07,1,standing,False,1,batch1\standing\07_aufstehen_80E9_center.csv,23,58880,64000,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,0,0,5120,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,1,2560,7680,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,2,5120,10240,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,3,7680,12800,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,4,10240,15360,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,5,12800,17920,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,6,15360,20480,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,7,17920,23040,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,8,20480,25600,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,9,23040,28160,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,10,25600,30720,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,11,28160,33280,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,12,30720,35840,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,13,33280,38400,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,14,35840,40960,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,15,38400,43520,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,16,40960,46080,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,17,43520,48640,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,18,46080,51200,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,19,48640,53760,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,20,51200,56320,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,21,53760,58880,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,22,56320,61440,train,
S008,08,1,standing,False,1,batch1\standing\08_aufstehen_80E9_center.csv,23,58880,64000,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,0,0,5120,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,1,2560,7680,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,2,5120,10240,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,3,7680,12800,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,4,10240,15360,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,5,12800,17920,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,6,15360,20480,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,7,17920,23040,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,8,20480,25600,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,9,23040,28160,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,10,25600,30720,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,11,28160,33280,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,12,30720,35840,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,13,33280,38400,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,14,35840,40960,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,15,38400,43520,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,16,40960,46080,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,17,43520,48640,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,18,46080,51200,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,19,48640,53760,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,20,51200,56320,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,21,53760,58880,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,22,56320,61440,train,
S001,01,1,walking,False,1,batch1\walking\01_gehen_80E9_center.csv,23,58880,64000,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,0,0,5120,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,1,2560,7680,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,2,5120,10240,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,3,7680,12800,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,4,10240,15360,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,5,12800,17920,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,6,15360,20480,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,7,17920,23040,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,8,20480,25600,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,9,23040,28160,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,10,25600,30720,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,11,28160,33280,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,12,30720,35840,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,13,33280,38400,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,14,35840,40960,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,15,38400,43520,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,16,40960,46080,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,17,43520,48640,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,18,46080,51200,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,19,48640,53760,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,20,51200,56320,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,21,53760,58880,train,
S002,02,1,walking,False,1,batch1\walking\02_gehen_80E9_center.csv,22,56320,61440,train,
