sample_id,global_subject_id,original_id,batch,activity,is_multi_activity,session,source_file,window_id,window_start_row,window_end_row,split,notes,reason
10312,S066,s14,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s14.csv,14,35840,40960,train,,missing_primary_ecg_column
10313,S066,s14,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s14.csv,15,38400,43520,train,,missing_primary_ecg_column
10314,S066,s14,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s14.csv,16,40960,46080,train,,missing_primary_ecg_column
10315,S066,s14,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s14.csv,17,43520,48640,train,,missing_primary_ecg_column
10316,S066,s14,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s14.csv,18,46080,51200,train,,missing_primary_ecg_column
10317,S066,s14,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s14.csv,19,48640,53760,train,,missing_primary_ecg_column
10318,S066,s14,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s14.csv,20,51200,56320,train,,missing_primary_ecg_column
10319,S066,s14,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s14.csv,21,53760,58880,train,,missing_primary_ecg_column
10320,S066,s14,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s14.csv,22,56320,61440,train,,missing_primary_ecg_column
10321,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,0,0,5120,train,,missing_primary_ecg_column
10322,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,1,2560,7680,train,,missing_primary_ecg_column
10323,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,2,5120,10240,train,,missing_primary_ecg_column
10324,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,3,7680,12800,train,,missing_primary_ecg_column
10325,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,4,10240,15360,train,,missing_primary_ecg_column
10326,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,5,12800,17920,train,,missing_primary_ecg_column
10327,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,6,15360,20480,train,,missing_primary_ecg_column
10328,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,7,17920,23040,train,,missing_primary_ecg_column
10329,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,8,20480,25600,train,,missing_primary_ecg_column
10330,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,9,23040,28160,train,,missing_primary_ecg_column
10331,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,10,25600,30720,train,,missing_primary_ecg_column
10332,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,11,28160,33280,train,,missing_primary_ecg_column
10333,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,12,30720,35840,train,,missing_primary_ecg_column
10334,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,13,33280,38400,train,,missing_primary_ecg_column
10335,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,14,35840,40960,train,,missing_primary_ecg_column
10336,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,15,38400,43520,train,,missing_primary_ecg_column
10337,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,16,40960,46080,train,,missing_primary_ecg_column
10338,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,17,43520,48640,train,,missing_primary_ecg_column
10339,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,18,46080,51200,train,,missing_primary_ecg_column
10340,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,19,48640,53760,train,,missing_primary_ecg_column
10341,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,20,51200,56320,train,,missing_primary_ecg_column
10342,S067,s15,6,stairs_up,False,1,batch6\stairs up\climbing_up_stairs_s15.csv,21,53760,58880,train,,missing_primary_ecg_column
10610,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,0,0,5120,train,,missing_primary_ecg_column
10611,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,1,2560,7680,train,,missing_primary_ecg_column
10612,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,2,5120,10240,train,,missing_primary_ecg_column
10613,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,3,7680,12800,train,,missing_primary_ecg_column
10614,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,4,10240,15360,train,,missing_primary_ecg_column
10615,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,5,12800,17920,train,,missing_primary_ecg_column
10616,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,6,15360,20480,train,,missing_primary_ecg_column
10617,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,7,17920,23040,train,,missing_primary_ecg_column
10618,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,8,20480,25600,train,,missing_primary_ecg_column
10619,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,9,23040,28160,train,,missing_primary_ecg_column
10620,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,10,25600,30720,train,,missing_primary_ecg_column
10621,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,11,28160,33280,train,,missing_primary_ecg_column
10622,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,12,30720,35840,train,,missing_primary_ecg_column
10623,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,13,33280,38400,train,,missing_primary_ecg_column
10624,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,14,35840,40960,train,,missing_primary_ecg_column
10625,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,15,38400,43520,train,,missing_primary_ecg_column
10626,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,16,40960,46080,train,,missing_primary_ecg_column
10627,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,17,43520,48640,train,,missing_primary_ecg_column
10628,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,18,46080,51200,train,,missing_primary_ecg_column
10629,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,19,48640,53760,train,,missing_primary_ecg_column
10630,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,20,51200,56320,train,,missing_primary_ecg_column
10631,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,21,53760,58880,train,,missing_primary_ecg_column
10632,S066,s14,6,standing,False,1,batch6\standing\standing_s14.csv,22,56320,61440,train,,missing_primary_ecg_column
10633,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,0,0,5120,train,,missing_primary_ecg_column
10634,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,1,2560,7680,train,,missing_primary_ecg_column
10635,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,2,5120,10240,train,,missing_primary_ecg_column
10636,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,3,7680,12800,train,,missing_primary_ecg_column
10637,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,4,10240,15360,train,,missing_primary_ecg_column
10638,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,5,12800,17920,train,,missing_primary_ecg_column
10639,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,6,15360,20480,train,,missing_primary_ecg_column
10640,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,7,17920,23040,train,,missing_primary_ecg_column
10641,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,8,20480,25600,train,,missing_primary_ecg_column
10642,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,9,23040,28160,train,,missing_primary_ecg_column
10643,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,10,25600,30720,train,,missing_primary_ecg_column
10644,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,11,28160,33280,train,,missing_primary_ecg_column
10645,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,12,30720,35840,train,,missing_primary_ecg_column
10646,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,13,33280,38400,train,,missing_primary_ecg_column
10647,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,14,35840,40960,train,,missing_primary_ecg_column
10648,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,15,38400,43520,train,,missing_primary_ecg_column
10649,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,16,40960,46080,train,,missing_primary_ecg_column
10650,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,17,43520,48640,train,,missing_primary_ecg_column
10651,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,18,46080,51200,train,,missing_primary_ecg_column
10652,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,19,48640,53760,train,,missing_primary_ecg_column
10653,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,20,51200,56320,train,,missing_primary_ecg_column
10654,S067,s15,6,standing,False,1,batch6\standing\standing_s15.csv,21,53760,58880,train,,missing_primary_ecg_column
10925,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,0,0,5120,train,,missing_primary_ecg_column
10926,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,1,2560,7680,train,,missing_primary_ecg_column
10927,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,2,5120,10240,train,,missing_primary_ecg_column
10928,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,3,7680,12800,train,,missing_primary_ecg_column
10929,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,4,10240,15360,train,,missing_primary_ecg_column
10930,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,5,12800,17920,train,,missing_primary_ecg_column
10931,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,6,15360,20480,train,,missing_primary_ecg_column
10932,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,7,17920,23040,train,,missing_primary_ecg_column
10933,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,8,20480,25600,train,,missing_primary_ecg_column
10934,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,9,23040,28160,train,,missing_primary_ecg_column
10935,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,10,25600,30720,train,,missing_primary_ecg_column
10936,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,11,28160,33280,train,,missing_primary_ecg_column
10937,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,12,30720,35840,train,,missing_primary_ecg_column
10938,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,13,33280,38400,train,,missing_primary_ecg_column
10939,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,14,35840,40960,train,,missing_primary_ecg_column
10940,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,15,38400,43520,train,,missing_primary_ecg_column
10941,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,16,40960,46080,train,,missing_primary_ecg_column
10942,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,17,43520,48640,train,,missing_primary_ecg_column
10943,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,18,46080,51200,train,,missing_primary_ecg_column
10944,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,19,48640,53760,train,,missing_primary_ecg_column
10945,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,20,51200,56320,train,,missing_primary_ecg_column
10946,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,21,53760,58880,train,,missing_primary_ecg_column
10947,S066,s14,6,walking,False,1,batch6\walking\walking_s14.csv,22,56320,61440,train,,missing_primary_ecg_column
10948,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,0,0,5120,train,,missing_primary_ecg_column
10949,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,1,2560,7680,train,,missing_primary_ecg_column
10950,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,2,5120,10240,train,,missing_primary_ecg_column
10951,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,3,7680,12800,train,,missing_primary_ecg_column
10952,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,4,10240,15360,train,,missing_primary_ecg_column
10953,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,5,12800,17920,train,,missing_primary_ecg_column
10954,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,6,15360,20480,train,,missing_primary_ecg_column
10955,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,7,17920,23040,train,,missing_primary_ecg_column
10956,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,8,20480,25600,train,,missing_primary_ecg_column
10957,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,9,23040,28160,train,,missing_primary_ecg_column
10958,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,10,25600,30720,train,,missing_primary_ecg_column
10959,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,11,28160,33280,train,,missing_primary_ecg_column
10960,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,12,30720,35840,train,,missing_primary_ecg_column
10961,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,13,33280,38400,train,,missing_primary_ecg_column
10962,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,14,35840,40960,train,,missing_primary_ecg_column
10963,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,15,38400,43520,train,,missing_primary_ecg_column
10964,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,16,40960,46080,train,,missing_primary_ecg_column
10965,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,17,43520,48640,train,,missing_primary_ecg_column
10966,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,18,46080,51200,train,,missing_primary_ecg_column
10967,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,19,48640,53760,train,,missing_primary_ecg_column
10968,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,20,51200,56320,train,,missing_primary_ecg_column
10969,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,21,53760,58880,train,,missing_primary_ecg_column
10970,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,22,56320,61440,train,,missing_primary_ecg_column
10971,S067,s15,6,walking,False,1,batch6\walking\walking_s15.csv,23,58880,64000,train,,missing_primary_ecg_column
11472,S068,s00,7,sitting,False,1,batch7\Sitting\s00.csv,11,28160,33280,test,,row_range_beyond_file(33279)
11493,S070,s02,7,sitting,False,1,batch7\Sitting\s02.csv,10,25600,30720,test,,row_range_beyond_file(30719)
11506,S071,s03,7,sitting,False,1,batch7\Sitting\s03.csv,12,30720,35840,test,,row_range_beyond_file(35839)
