sample_id,global_subject_id,original_id,batch,activity,is_multi_activity,session,source_file,window_id,window_start_row,window_end_row,split,notes,processed_path,n_beats,n_peaks,reused
899,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,17,43520,48640,train,,processed\S006\000899.npz,17,18,False
900,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,18,46080,51200,train,,processed\S006\000900.npz,19,20,False
901,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,19,48640,53760,train,,processed\S006\000901.npz,16,16,False
902,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,20,51200,56320,train,,processed\S006\000902.npz,12,12,False
903,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,21,53760,58880,train,,processed\S006\000903.npz,8,9,False
904,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,22,56320,61440,train,,processed\S006\000904.npz,17,18,False
905,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,23,58880,64000,train,,processed\S006\000905.npz,20,21,False
906,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,24,61440,66560,train,,processed\S006\000906.npz,20,21,False
907,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,25,64000,69120,train,,processed\S006\000907.npz,20,20,False
908,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,26,66560,71680,train,,processed\S006\000908.npz,17,17,False
909,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,27,69120,74240,train,,processed\S006\000909.npz,17,18,False
910,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,28,71680,76800,train,,processed\S006\000910.npz,18,18,False
911,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,29,74240,79360,train,,processed\S006\000911.npz,20,21,False
912,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,30,76800,81920,train,,processed\S006\000912.npz,19,20,False
913,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,31,79360,84480,train,,processed\S006\000913.npz,20,21,False
914,S006,06,1,skipping,False,1,batch1\skipping\06_springen_80E9_center.csv,32,81920,87040,train,,processed\S006\000914.npz,20,21,False
915,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,0,0,5120,train,,processed\S007\000915.npz,15,15,False
916,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,1,2560,7680,train,,processed\S007\000916.npz,15,16,False
917,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,2,5120,10240,train,,processed\S007\000917.npz,16,17,False
918,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,3,7680,12800,train,,processed\S007\000918.npz,17,18,False
919,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,4,10240,15360,train,,processed\S007\000919.npz,18,18,False
920,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,5,12800,17920,train,,processed\S007\000920.npz,17,18,False
921,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,6,15360,20480,train,,processed\S007\000921.npz,18,18,False
922,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,7,17920,23040,train,,processed\S007\000922.npz,18,19,False
923,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,8,20480,25600,train,,processed\S007\000923.npz,17,18,False
924,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,9,23040,28160,train,,processed\S007\000924.npz,17,17,False
925,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,10,25600,30720,train,,processed\S007\000925.npz,17,18,False
926,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,11,28160,33280,train,,processed\S007\000926.npz,17,18,False
927,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,12,30720,35840,train,,processed\S007\000927.npz,18,18,False
928,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,13,33280,38400,train,,processed\S007\000928.npz,18,18,False
929,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,14,35840,40960,train,,processed\S007\000929.npz,18,19,False
930,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,15,38400,43520,train,,processed\S007\000930.npz,18,19,False
931,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,16,40960,46080,train,,processed\S007\000931.npz,19,20,False
932,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,17,43520,48640,train,,processed\S007\000932.npz,18,19,False
933,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,18,46080,51200,train,,processed\S007\000933.npz,17,18,False
934,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,19,48640,53760,train,,processed\S007\000934.npz,18,19,False
935,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,20,51200,56320,train,,processed\S007\000935.npz,18,18,False
936,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,21,53760,58880,train,,processed\S007\000936.npz,18,19,False
937,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,22,56320,61440,train,,processed\S007\000937.npz,18,19,False
938,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,23,58880,64000,train,,processed\S007\000938.npz,18,19,False
939,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,24,61440,66560,train,,processed\S007\000939.npz,19,20,False
940,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,25,64000,69120,train,,processed\S007\000940.npz,19,20,False
941,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,26,66560,71680,train,,processed\S007\000941.npz,18,19,False
942,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,27,69120,74240,train,,processed\S007\000942.npz,17,18,False
943,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,28,71680,76800,train,,processed\S007\000943.npz,17,18,False
944,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,29,74240,79360,train,,processed\S007\000944.npz,17,18,False
945,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,30,76800,81920,train,,processed\S007\000945.npz,18,19,False
946,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,31,79360,84480,train,,processed\S007\000946.npz,18,19,False
947,S007,07,1,skipping,False,1,batch1\skipping\07_springen_80E9_center.csv,32,81920,87040,train,,processed\S007\000947.npz,18,19,False
948,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,0,0,5120,train,,processed\S008\000948.npz,12,13,False
949,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,1,2560,7680,train,,processed\S008\000949.npz,13,13,False
950,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,2,5120,10240,train,,processed\S008\000950.npz,15,15,False
951,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,3,7680,12800,train,,processed\S008\000951.npz,15,15,False
952,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,4,10240,15360,train,,processed\S008\000952.npz,15,16,False
953,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,5,12800,17920,train,,processed\S008\000953.npz,15,16,False
954,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,6,15360,20480,train,,processed\S008\000954.npz,16,16,False
955,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,7,17920,23040,train,,processed\S008\000955.npz,14,15,False
956,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,8,20480,25600,train,,processed\S008\000956.npz,14,15,False
957,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,9,23040,28160,train,,processed\S008\000957.npz,15,16,False
958,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,10,25600,30720,train,,processed\S008\000958.npz,15,16,False
959,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,11,28160,33280,train,,processed\S008\000959.npz,16,17,False
960,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,12,30720,35840,train,,processed\S008\000960.npz,16,16,False
961,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,13,33280,38400,train,,processed\S008\000961.npz,17,18,False
962,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,14,35840,40960,train,,processed\S008\000962.npz,17,18,False
963,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,15,38400,43520,train,,processed\S008\000963.npz,16,17,False
964,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,16,40960,46080,train,,processed\S008\000964.npz,16,17,False
965,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,17,43520,48640,train,,processed\S008\000965.npz,16,17,False
966,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,18,46080,51200,train,,processed\S008\000966.npz,17,17,False
967,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,19,48640,53760,train,,processed\S008\000967.npz,17,17,False
968,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,20,51200,56320,train,,processed\S008\000968.npz,17,17,False
969,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,21,53760,58880,train,,processed\S008\000969.npz,17,18,False
970,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,22,56320,61440,train,,processed\S008\000970.npz,17,18,False
971,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,23,58880,64000,train,,processed\S008\000971.npz,17,18,False
972,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,24,61440,66560,train,,processed\S008\000972.npz,17,18,False
973,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,25,64000,69120,train,,processed\S008\000973.npz,17,17,False
974,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,26,66560,71680,train,,processed\S008\000974.npz,17,17,False
975,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,27,69120,74240,train,,processed\S008\000975.npz,16,17,False
976,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,28,71680,76800,train,,processed\S008\000976.npz,17,17,False
977,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,29,74240,79360,train,,processed\S008\000977.npz,17,18,False
978,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,30,76800,81920,train,,processed\S008\000978.npz,18,18,False
979,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,31,79360,84480,train,,processed\S008\000979.npz,18,19,False
980,S008,08,1,skipping,False,1,batch1\skipping\08_springen_80E9_center.csv,32,81920,87040,train,,processed\S008\000980.npz,18,19,False
981,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,0,0,5120,train,,processed\S001\000981.npz,18,19,False
982,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,1,2560,7680,train,,processed\S001\000982.npz,18,19,False
983,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,2,5120,10240,train,,processed\S001\000983.npz,19,20,False
984,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,3,7680,12800,train,,processed\S001\000984.npz,19,20,False
985,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,4,10240,15360,train,,processed\S001\000985.npz,19,20,False
986,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,5,12800,17920,train,,processed\S001\000986.npz,19,20,False
987,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,6,15360,20480,train,,processed\S001\000987.npz,19,20,False
988,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,7,17920,23040,train,,processed\S001\000988.npz,19,20,False
989,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,8,20480,25600,train,,processed\S001\000989.npz,19,20,False
990,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,9,23040,28160,train,,processed\S001\000990.npz,19,19,False
991,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,10,25600,30720,train,,processed\S001\000991.npz,19,20,False
992,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,11,28160,33280,train,,processed\S001\000992.npz,20,20,False
993,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,12,30720,35840,train,,processed\S001\000993.npz,19,20,False
994,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,13,33280,38400,train,,processed\S001\000994.npz,20,21,False
995,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,14,35840,40960,train,,processed\S001\000995.npz,20,21,False
996,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,15,38400,43520,train,,processed\S001\000996.npz,20,21,False
997,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,16,40960,46080,train,,processed\S001\000997.npz,21,22,False
998,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,17,43520,48640,train,,processed\S001\000998.npz,22,23,False
999,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,18,46080,51200,train,,processed\S001\000999.npz,21,22,False
1000,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,19,48640,53760,train,,processed\S001\001000.npz,22,23,False
1001,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,20,51200,56320,train,,processed\S001\001001.npz,22,23,False
1002,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,21,53760,58880,train,,processed\S001\001002.npz,21,22,False
1003,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,22,56320,61440,train,,processed\S001\001003.npz,22,23,False
1004,S001,01,1,stairs_combined,False,1,batch1\stairs\01_treppe_80E9_center.csv,23,58880,64000,train,,processed\S001\001004.npz,22,23,False
1005,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,0,0,5120,train,,processed\S002\001005.npz,13,14,False
1006,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,1,2560,7680,train,,processed\S002\001006.npz,13,13,False
1007,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,2,5120,10240,train,,processed\S002\001007.npz,13,13,False
1008,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,3,7680,12800,train,,processed\S002\001008.npz,13,13,False
1009,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,4,10240,15360,train,,processed\S002\001009.npz,13,13,False
1010,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,5,12800,17920,train,,processed\S002\001010.npz,12,13,False
1011,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,6,15360,20480,train,,processed\S002\001011.npz,12,12,False
1012,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,7,17920,23040,train,,processed\S002\001012.npz,13,13,False
1013,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,8,20480,25600,train,,processed\S002\001013.npz,12,13,False
1014,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,9,23040,28160,train,,processed\S002\001014.npz,12,13,False
1015,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,10,25600,30720,train,,processed\S002\001015.npz,15,15,False
1016,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,11,28160,33280,train,,processed\S002\001016.npz,16,17,False
1017,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,12,30720,35840,train,,processed\S002\001017.npz,15,16,False
1018,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,13,33280,38400,train,,processed\S002\001018.npz,15,15,False
1019,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,14,35840,40960,train,,processed\S002\001019.npz,16,17,False
1020,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,15,38400,43520,train,,processed\S002\001020.npz,16,17,False
1021,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,16,40960,46080,train,,processed\S002\001021.npz,17,17,False
1022,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,17,43520,48640,train,,processed\S002\001022.npz,17,17,False
1023,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,18,46080,51200,train,,processed\S002\001023.npz,17,17,False
1024,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,19,48640,53760,train,,processed\S002\001024.npz,17,17,False
1025,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,20,51200,56320,train,,processed\S002\001025.npz,17,18,False
1026,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,21,53760,58880,train,,processed\S002\001026.npz,17,18,False
1027,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,22,56320,61440,train,,processed\S002\001027.npz,17,18,False
1028,S002,02,1,stairs_combined,False,1,batch1\stairs\02_treppe_80E9_center.csv,23,58880,64000,train,,processed\S002\001028.npz,15,16,False
1029,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,0,0,5120,train,,processed\S003\001029.npz,14,15,False
1030,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,1,2560,7680,train,,processed\S003\001030.npz,14,15,False
1031,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,2,5120,10240,train,,processed\S003\001031.npz,15,16,False
1032,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,3,7680,12800,train,,processed\S003\001032.npz,15,16,False
1033,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,4,10240,15360,train,,processed\S003\001033.npz,15,16,False
1034,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,5,12800,17920,train,,processed\S003\001034.npz,15,15,False
1035,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,6,15360,20480,train,,processed\S003\001035.npz,15,15,False
1036,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,7,17920,23040,train,,processed\S003\001036.npz,14,15,False
1037,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,8,20480,25600,train,,processed\S003\001037.npz,14,15,False
1038,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,9,23040,28160,train,,processed\S003\001038.npz,15,16,False
1039,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,10,25600,30720,train,,processed\S003\001039.npz,16,17,False
1040,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,11,28160,33280,train,,processed\S003\001040.npz,18,19,False
1041,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,12,30720,35840,train,,processed\S003\001041.npz,17,18,False
1042,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,13,33280,38400,train,,processed\S003\001042.npz,19,19,False
1043,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,14,35840,40960,train,,processed\S003\001043.npz,19,20,False
1044,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,15,38400,43520,train,,processed\S003\001044.npz,19,20,False
1045,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,16,40960,46080,train,,processed\S003\001045.npz,20,21,False
1046,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,17,43520,48640,train,,processed\S003\001046.npz,20,20,False
1047,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,18,46080,51200,train,,processed\S003\001047.npz,20,21,False
1048,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,19,48640,53760,train,,processed\S003\001048.npz,21,22,False
1049,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,20,51200,56320,train,,processed\S003\001049.npz,21,22,False
1050,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,21,53760,58880,train,,processed\S003\001050.npz,21,21,False
1051,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,22,56320,61440,train,,processed\S003\001051.npz,21,22,False
1052,S003,03,1,stairs_combined,False,1,batch1\stairs\03_treppe_80E9_center.csv,23,58880,64000,train,,processed\S003\001052.npz,20,21,False
1053,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,0,0,5120,train,,processed\S004\001053.npz,18,18,False
1054,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,1,2560,7680,train,,processed\S004\001054.npz,16,17,False
1055,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,2,5120,10240,train,,processed\S004\001055.npz,16,16,False
1056,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,3,7680,12800,train,,processed\S004\001056.npz,16,16,False
1057,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,4,10240,15360,train,,processed\S004\001057.npz,17,17,False
1058,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,5,12800,17920,train,,processed\S004\001058.npz,17,18,False
1059,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,6,15360,20480,train,,processed\S004\001059.npz,18,18,False
1060,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,7,17920,23040,train,,processed\S004\001060.npz,17,17,False
1061,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,8,20480,25600,train,,processed\S004\001061.npz,17,18,False
1062,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,9,23040,28160,train,,processed\S004\001062.npz,17,18,False
1063,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,10,25600,30720,train,,processed\S004\001063.npz,17,18,False
1064,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,11,28160,33280,train,,processed\S004\001064.npz,14,15,False
1065,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,12,30720,35840,train,,processed\S004\001065.npz,15,16,False
1066,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,13,33280,38400,train,,processed\S004\001066.npz,18,19,False
1067,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,14,35840,40960,train,,processed\S004\001067.npz,18,19,False
1068,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,15,38400,43520,train,,processed\S004\001068.npz,18,19,False
1069,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,16,40960,46080,train,,processed\S004\001069.npz,19,19,False
1070,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,17,43520,48640,train,,processed\S004\001070.npz,19,20,False
1071,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,18,46080,51200,train,,processed\S004\001071.npz,20,21,False
1072,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,19,48640,53760,train,,processed\S004\001072.npz,21,21,False
1073,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,20,51200,56320,train,,processed\S004\001073.npz,21,22,False
1074,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,21,53760,58880,train,,processed\S004\001074.npz,21,22,False
1075,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,22,56320,61440,train,,processed\S004\001075.npz,20,21,False
1076,S004,04,1,stairs_combined,False,1,batch1\stairs\04_treppe_80E9_center.csv,23,58880,64000,train,,processed\S004\001076.npz,20,21,False
1077,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,0,0,5120,train,,processed\S005\001077.npz,15,15,False
1078,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,1,2560,7680,train,,processed\S005\001078.npz,14,15,False
1079,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,2,5120,10240,train,,processed\S005\001079.npz,13,13,False
1080,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,3,7680,12800,train,,processed\S005\001080.npz,15,15,False
1081,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,4,10240,15360,train,,processed\S005\001081.npz,14,14,False
1082,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,5,12800,17920,train,,processed\S005\001082.npz,13,14,False
1083,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,6,15360,20480,train,,processed\S005\001083.npz,12,13,False
1084,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,7,17920,23040,train,,processed\S005\001084.npz,14,15,False
1085,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,8,20480,25600,train,,processed\S005\001085.npz,14,15,False
1086,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,9,23040,28160,train,,processed\S005\001086.npz,10,11,False
1087,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,10,25600,30720,train,,processed\S005\001087.npz,11,12,False
1088,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,11,28160,33280,train,,processed\S005\001088.npz,11,11,False
1089,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,12,30720,35840,train,,processed\S005\001089.npz,10,11,False
1090,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,13,33280,38400,train,,processed\S005\001090.npz,14,15,False
1091,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,14,35840,40960,train,,processed\S005\001091.npz,16,17,False
1092,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,15,38400,43520,train,,processed\S005\001092.npz,16,17,False
1093,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,16,40960,46080,train,,processed\S005\001093.npz,18,19,False
1094,S005,05,1,stairs_combined,False,1,batch1\stairs\05_treppe_80E9_center.csv,17,43520,48640,train,,processed\S005\001094.npz,21,22,False
